date,close,NYSE close
1-Oct-05,2116.394989,7482.532593
1-Nov-05,2180.217529,7564.397339
1-Dec-05,2232.210022,7728.120117
1-Jan-06,2261.294983,7936.170044
1-Feb-06,2280.42749,8059.015015
1-Mar-06,2305.154968,8144.742676
1-Apr-06,2337.442505,8344.994995
1-May-06,2249.26001,8321.779907
1-Jun-06,2162.725037,8095.682495
1-Jul-06,2118.149963,8124.927612
1-Aug-06,2126.412537,8293.009888
1-Sep-06,2218.432495,8393.897461
1-Oct-06,2306.80249,8626.752686
1-Nov-06,2397.625,8856.100098
1-Dec-06,2427.484985,9045.489746
1-Jan-07,2449.309937,9155.420166
1-Feb-07,2454.25,9216.485108
1-Mar-07,2397.587464,9137.792725
1-Apr-07,2480.620056,9472.832764
1-May-07,2563.234985,9799.295166
1-Jun-07,2596.702515,9905.492432
1-Jul-07,2608.574951,9791.679932
1-Aug-07,2537.325012,9440.287598
1-Sep-07,2637.889954,9773.034912
1-Oct-07,2780.755005,10140.59497
1-Nov-07,2717.849976,9965.704834
1-Dec-07,2649,9802.847412
1-Jan-08,2476.952515,9247.915039
1-Feb-08,2333.984985,9042.207275
1-Mar-08,2263.140015,8785.137451
1-Apr-08,2359.19751,9071.252441
1-May-08,2476.777466,9408.270019
1-Jun-08,2412.082519,9015.32251
1-Jul-08,2280.117493,8470.632568
1-Aug-08,2362.119995,8381.467529
1-Sep-08,2222.707519,7879.559937
1-Oct-08,1843.26001,6579.714966
1-Nov-08,1583.944977,5654.864991
1-Dec-08,1518.527496,5566.074951
1-Jan-09,1538.75,5497.255005
1-Feb-09,1452.402497,4983.459961
1-Mar-09,1434.309998,4752.577393
1-Apr-09,1618.580017,5255.819946
1-May-09,1733.034973,5754.564941
1-Jun-09,1816.20752,5961.624878
1-Jul-09,1890.370026,6084.327393
1-Aug-09,1999.132508,6545.337524
1-Sep-09,2062.36499,6773.712524
1-Oct-09,2096.932465,6881.422607
1-Nov-09,2105.402558,6947.797486
1-Dec-09,2220.784973,7142.005005
1-Jan-10,2227.095032,7102.319946
1-Feb-10,2186.479981,6915.464966
1-Mar-10,2331.234985,7253.944825
1-Apr-10,2447.979981,7525.867554
1-May-10,2343.222534,7069.45752
1-Jun-10,2200.100037,6701.049927
1-Jul-10,2183.547486,6729.255005
1-Aug-10,2201.517517,6873.685059
1-Sep-10,2263.345032,7016.609985
1-Oct-10,2436.047485,7412.469971
1-Nov-10,2517.852478,7536.785034
1-Dec-10,2599.627502,7702.127564
1-Jan-11,2701.634949,8058.762451
1-Feb-11,2761.482544,8309.304932
1-Mar-11,2744.492554,8296.794922
1-Apr-11,2813.38501,8490.070068
1-May-11,2836.045044,8518.902588
1-Jun-11,2759.205017,8293.685058
1-Jul-11,2783.847473,8226.602417
1-Aug-11,2624.699951,7678.949951
1-Sep-11,2514.105042,7136.517456
1-Oct-11,2534.464966,7158.602539
1-Nov-11,2599.880005,7407.217529
1-Dec-11,2603.339966,7421.869873
1-Jan-12,2733.190003,7676.179932
1-Feb-12,2905.57251,8000.11499
1-Mar-12,3026.282532,8142.334839
1-Apr-12,3051.647522,8116.74524
1-May-12,2932.994995,7794.530152
1-Jun-12,2853.534973,7548.742432
1-Jul-12,2925.897461,7788.037598
1-Aug-12,3003.767517,7944.380005
1-Sep-12,3104.162476,8185.084961
1-Oct-12,3060.039978,8280.242676
1-Nov-12,2960.607544,8168.409912
1-Dec-12,3015.39502,8357.102295
1-Jan-13,3118.53003,8745.402588
1-Feb-13,3160.522522,8876.330078
1-Mar-13,3202.690003,8960.899902
1-Apr-13,3270.292481,9135.567383
1-May-13,3402.450012,9353.98999
1-Jun-13,3411.817505,9164.222412
1-Jul-13,3530.357544,9367.44751
1-Aug-13,3627.952515,9456.234863
1-Sep-13,3696.625,9545.409912
1-Oct-13,3827.657471,9800.777344
1-Nov-13,3979.277466,10083.15259
1-Dec-13,4099.892456,10226.61987
1-Jan-14,4138.804871,10390.76025
1-Feb-14,4180.98999,10149.4126
1-Mar-14,4240.982544,10424.84985
1-Apr-14,4141.637512,10526.6001
1-May-14,4159.250061,10665.65991
1-Jun-14,4320.30249,10873.9624
1-Jul-14,4407.862549,10890.25732
1-Aug-14,4461.455079,10839.4751
1-Sep-14,4540.204956,10886.72241
1-Oct-14,4468.875,10566.45508
1-Nov-14,4707.779907,10890.65991
1-Dec-14,4719.01001,10785.23022
1-Jan-15,4683.900024,10682.26733
1-Feb-15,4795.959961,10817.25488
1-Mar-15,4935.595093,10931.86523
1-Apr-15,4950,11009.71997
1-May-15,5009.014893,11086.82495
1-Jun-15,5050.599975,10956.57764
1-Jul-15,5072.694824,10845.41772
1-Aug-15,4844.562378,10371.44482
1-Sep-15,4685.425049,9975.922608
1-Oct-15,4831.559937,10132.19482
1-Nov-15,5061.610108,10416.83496
1-Dec-15,5046.352539,10248.67236
